tldec,tlra,trdec,trra,bldec,blra,brdec,brra,f
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,k
12.505277777777778,-7.550000000000011,12.505277777777778,-8.550000000000011,11.505277777777778,-8.550000000000011,11.505277777777778,-7.550000000000011,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.505277777777778,-7.550000000000011,12.505277777777778,-8.550000000000011,11.505277777777778,-8.550000000000011,11.505277777777778,-7.550000000000011,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.505277777777778,-7.550000000000011,12.505277777777778,-8.550000000000011,11.505277777777778,-8.550000000000011,11.505277777777778,-7.550000000000011,r
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,r
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,r
12.505277777777778,-7.550000000000011,12.505277777777778,-8.550000000000011,11.505277777777778,-8.550000000000011,11.505277777777778,-7.550000000000011,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.505277777777778,-7.550000000000011,12.505277777777778,-8.550000000000011,11.505277777777778,-8.550000000000011,11.505277777777778,-7.550000000000011,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,r
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,g
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,i
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,r
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,r
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,u
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
12.510277777777778,-7.54583333333332,12.510277777777778,-8.54583333333332,11.510277777777778,-8.54583333333332,11.510277777777778,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,k
13.439444444444444,-7.550000000000011,13.439444444444444,-8.550000000000011,12.439444444444444,-8.550000000000011,12.439444444444444,-7.550000000000011,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.439444444444444,-7.550000000000011,13.439444444444444,-8.550000000000011,12.439444444444444,-8.550000000000011,12.439444444444444,-7.550000000000011,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.439444444444444,-7.550000000000011,13.439444444444444,-8.550000000000011,12.439444444444444,-8.550000000000011,12.439444444444444,-7.550000000000011,r
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,r
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,r
13.439444444444444,-7.550000000000011,13.439444444444444,-8.550000000000011,12.439444444444444,-8.550000000000011,12.439444444444444,-7.550000000000011,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.439444444444444,-7.550000000000011,13.439444444444444,-8.550000000000011,12.439444444444444,-8.550000000000011,12.439444444444444,-7.550000000000011,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,r
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,g
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,i
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,r
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,r
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,u
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
13.443611111111112,-7.54583333333332,13.443611111111112,-8.54583333333332,12.443611111111112,-8.54583333333332,12.443611111111112,-7.54583333333332,z
14.380277777777778,-7.550000000000011,14.380277777777778,-8.550000000000011,13.380277777777778,-8.550000000000011,13.380277777777778,-7.550000000000011,g
14.380277777777778,-7.550000000000011,14.380277777777778,-8.550000000000011,13.380277777777778,-8.550000000000011,13.380277777777778,-7.550000000000011,g
14.406944444444445,-7.550000000000011,14.406944444444445,-8.550000000000011,13.406944444444445,-8.550000000000011,13.406944444444445,-7.550000000000011,g
14.409722222222223,-7.54583333333332,14.409722222222223,-8.54583333333332,13.409722222222223,-8.54583333333332,13.409722222222223,-7.54583333333332,g
